k_hMpc,P_LCDM,P_convA,P_convB,T_k,dsigma2_dlnk
1.941207756695365408e-04,7.991267746430884245e+02,7.991267746430884245e+02,7.991267746430884245e+02,1.000000000000000000e+00,2.961432139749732678e-10
1.947925725092295324e-04,8.017902771099043093e+02,8.017902771099043093e+02,8.017902771099043093e+02,1.000000000000000000e+00,3.002258014567717769e-10
1.954666942468746577e-04,8.044626248687713996e+02,8.044626248687713996e+02,8.044626248687713996e+02,1.000000000000000000e+00,3.043646586159676527e-10
1.961431489282830314e-04,8.071438467783356145e+02,8.071438467783356145e+02,8.071438467783356145e+02,1.000000000000000000e+00,3.085605608771212596e-10
1.968219446271100587e-04,8.098339717882465720e+02,8.098339717882465720e+02,8.098339717882465720e+02,1.000000000000000000e+00,3.128142939425640815e-10
1.975030894449517668e-04,8.125330289394936472e+02,8.125330289394936472e+02,8.125330289394936472e+02,1.000000000000000000e+00,3.171266546955372110e-10
1.981865915114415153e-04,8.152410473646330047e+02,8.152410473646330047e+02,8.152410473646330047e+02,1.000000000000000000e+00,3.214984507553862451e-10
1.988724589843469785e-04,8.179580563012885932e+02,8.179580563012885932e+02,8.179580563012885932e+02,1.000000000000000000e+00,3.259305010803629529e-10
1.995607000496675337e-04,8.206840852100513075e+02,8.206840852100513075e+02,8.206840852100513075e+02,1.000000000000000000e+00,3.304236355665426636e-10
2.002513229217320291e-04,8.234191637204302197e+02,8.234191637204302197e+02,8.234191637204302197e+02,1.000000000000000000e+00,3.349786961590137239e-10
2.009443358432967414e-04,8.261633215584039363e+02,8.261633215584039363e+02,8.261633215584039363e+02,1.000000000000000000e+00,3.395965358479950799e-10
2.016397470856438488e-04,8.289165885458633056e+02,8.289165885458633056e+02,8.289165885458633056e+02,1.000000000000000000e+00,3.442780194856372201e-10
2.023375649486799303e-04,8.316789946009369032e+02,8.316789946009369032e+02,8.316789946009369032e+02,1.000000000000000000e+00,3.490240242965735597e-10
2.030377977610353874e-04,8.344505697382526250e+02,8.344505697382526250e+02,8.344505697382526250e+02,1.000000000000000000e+00,3.538354387854465132e-10
2.037404538801634044e-04,8.372313440692770428e+02,8.372313440692770428e+02,8.372313440692770428e+02,1.000000000000000000e+00,3.587131644229361407e-10
2.044455416924401830e-04,8.400213478026051916e+02,8.400213478026051916e+02,8.400213478026051916e+02,1.000000000000000000e+00,3.636581147683647602e-10
2.051530696132646892e-04,8.428206112442652511e+02,8.428206112442652511e+02,8.428206112442652511e+02,1.000000000000000000e+00,3.686712158746997754e-10
2.058630460871591040e-04,8.456291647980272046e+02,8.456291647980272046e+02,8.456291647980272046e+02,1.000000000000000000e+00,3.737534068086061073e-10
2.065754795878697902e-04,8.484470389657080887e+02,8.484470389657080887e+02,8.484470389657080887e+02,1.000000000000000000e+00,3.789056395235743695e-10
2.072903786184683399e-04,8.512742643474747410e+02,8.512742643474747410e+02,8.512742643474747410e+02,1.000000000000000000e+00,3.841288786188659102e-10
2.080077517114530558e-04,8.541108716421701956e+02,8.541108716421701956e+02,8.541108716421701956e+02,1.000000000000000000e+00,3.894241027408963565e-10
2.087276074288508122e-04,8.569568916469296482e+02,8.569568916469296482e+02,8.569568916469296482e+02,1.000000000000000000e+00,3.947923033626586562e-10
2.094499543623190780e-04,8.598123552019732188e+02,8.598123552019732188e+02,8.598123552019732188e+02,1.000000000000000000e+00,4.002344860567720828e-10
2.101748011332488621e-04,8.626772931482295235e+02,8.626772931482295235e+02,8.626772931482295235e+02,1.000000000000000000e+00,4.057516699089486263e-10
2.109021563928671161e-04,8.655517364146078307e+02,8.655517364146078307e+02,8.655517364146078307e+02,1.000000000000000000e+00,4.113448879810744976e-10
2.116320288223403842e-04,8.684357160280096650e+02,8.684357160280096650e+02,8.684357160280096650e+02,1.000000000000000000e+00,4.170151878578258628e-10
2.123644271328782357e-04,8.713292631136348518e+02,8.713292631136348518e+02,8.713292631136348518e+02,1.000000000000000000e+00,4.227636310757974852e-10
2.130993600658371591e-04,8.742324088952891543e+02,8.742324088952891543e+02,8.742324088952891543e+02,1.000000000000000000e+00,4.285912944521462292e-10
2.138368363928251333e-04,8.771451846956581448e+02,8.771451846956581448e+02,8.771451846956581448e+02,1.000000000000000000e+00,4.344992689533765433e-10
2.145768649158061173e-04,8.800676219366285977e+02,8.800676219366285977e+02,8.800676219366285977e+02,1.000000000000000000e+00,4.404886611448789959e-10
2.153194544672051099e-04,8.829997521395669082e+02,8.829997521395669082e+02,8.829997521395669082e+02,1.000000000000000000e+00,4.465605925074258684e-10
2.160646139100137232e-04,8.859416069256333230e+02,8.859416069256333230e+02,8.859416069256333230e+02,1.000000000000000000e+00,4.527161997639983324e-10
2.168123521378957576e-04,8.888932180160853704e+02,8.888932180160853704e+02,8.888932180160853704e+02,1.000000000000000000e+00,4.589566357829370354e-10
2.175626780752936155e-04,8.918546172325651469e+02,8.918546172325651469e+02,8.918546172325651469e+02,1.000000000000000000e+00,4.652830687745469633e-10
2.183156006775344724e-04,8.948258364974159349e+02,8.948258364974159349e+02,8.948258364974159349e+02,1.000000000000000000e+00,4.716966834274025309e-10
2.190711289309374768e-04,8.978069078339819953e+02,8.978069078339819953e+02,8.978069078339819953e+02,1.000000000000000000e+00,4.781986806779915332e-10
2.198292718529208157e-04,9.007978633987246440e+02,9.007978633987246440e+02,9.007978633987246440e+02,1.000000000000000000e+00,4.847902779541204848e-10
2.205900384921094298e-04,9.037987356411031215e+02,9.037987356411031215e+02,9.037987356411031215e+02,1.000000000000000000e+00,4.914727094908139142e-10
2.213534379284429730e-04,9.068095571864039357e+02,9.068095571864039357e+02,9.068095571864039357e+02,1.000000000000000000e+00,4.982472265013954246e-10
2.221194792732841242e-04,9.098303607661758861e+02,9.098303607661758861e+02,9.098303607661758861e+02,1.000000000000000000e+00,5.051150977244655277e-10
2.228881716695275495e-04,9.128611792184829028e+02,9.128611792184829028e+02,9.128611792184829028e+02,1.000000000000000000e+00,5.120776090765417235e-10
2.236595242917087021e-04,9.159020454882410149e+02,9.159020454882410149e+02,9.159020454882410149e+02,1.000000000000000000e+00,5.191360643561965147e-10
2.244335463461135706e-04,9.189529926275461094e+02,9.189529926275461094e+02,9.189529926275461094e+02,1.000000000000000000e+00,5.262917851314448306e-10
2.252102470708885085e-04,9.220140537960451184e+02,9.220140537960451184e+02,9.220140537960451184e+02,1.000000000000000000e+00,5.335461114529378075e-10
2.259896357361504979e-04,9.250852622612377445e+02,9.250852622612377445e+02,9.250852622612377445e+02,1.000000000000000000e+00,5.409004011494850106e-10
2.267717216440976022e-04,9.281666513988745919e+02,9.281666513988745919e+02,9.281666513988745919e+02,1.000000000000000000e+00,5.483560319743002648e-10
2.275565141291203681e-04,9.312582546932743526e+02,9.312582546932743526e+02,9.312582546932743526e+02,1.000000000000000000e+00,5.559143994754511207e-10
2.283440225579128481e-04,9.343601057376541803e+02,9.343601057376541803e+02,9.343601057376541803e+02,1.000000000000000000e+00,5.635769189102404789e-10
2.291342563295846251e-04,9.374722382345184997e+02,9.374722382345184997e+02,9.374722382345184997e+02,1.000000000000000000e+00,5.713450251434424892e-10
2.299272248757729467e-04,9.405946859959982476e+02,9.405946859959982476e+02,9.405946859959982476e+02,1.000000000000000000e+00,5.792201726614430991e-10
2.307229376607551835e-04,9.437274829359641899e+02,9.437274829359641899e+02,9.437274829359641899e+02,1.000000000000000000e+00,5.872038355784417374e-10
2.315214041815620203e-04,9.468706628284568296e+02,9.468706628284568296e+02,9.468706628284568296e+02,1.000000000000000000e+00,5.952975089552676543e-10
2.323226339680905378e-04,9.500242592644243587e+02,9.500242592644243587e+02,9.500242592644243587e+02,1.000000000000000000e+00,6.035027076926570329e-10
2.331266365832181358e-04,9.531883059222572001e+02,9.531883059222572001e+02,9.531883059222572001e+02,1.000000000000000000e+00,6.118209674398215568e-10
2.339334216229166721e-04,9.563628365841266259e+02,9.563628365841266259e+02,9.563628365841266259e+02,1.000000000000000000e+00,6.202538453604160024e-10
2.347429987163668732e-04,9.595478851362646537e+02,9.595478851362646537e+02,9.595478851362646537e+02,1.000000000000000000e+00,6.288029199122282997e-10
2.355553775260733136e-04,9.627434855692775955e+02,9.627434855692775955e+02,9.627434855692775955e+02,1.000000000000000000e+00,6.374697911148233309e-10
2.363705677479797755e-04,9.659496719783930985e+02,9.659496719783930985e+02,9.659496719783930985e+02,1.000000000000000000e+00,6.462560811921681757e-10
2.371885791115849055e-04,9.691664785638396324e+02,9.691664785638396324e+02,9.691664785638396324e+02,1.000000000000000000e+00,6.551634346009465027e-10
2.380094213800584954e-04,9.723939396310569236e+02,9.723939396310569236e+02,9.723939396310569236e+02,1.000000000000000000e+00,6.641935184313448441e-10
2.388331043503577633e-04,9.756320895910491799e+02,9.756320895910491799e+02,9.756320895910491799e+02,1.000000000000000000e+00,6.733480226868228633e-10
2.396596378533444468e-04,9.788809629606505496e+02,9.788809629606505496e+02,9.788809629606505496e+02,1.000000000000000000e+00,6.826286604398104594e-10
2.404890317539020870e-04,9.821405943628607247e+02,9.821405943628607247e+02,9.821405943628607247e+02,1.000000000000000000e+00,6.920371688719739313e-10
2.413212959510539356e-04,9.854110185271091495e+02,9.854110185271091495e+02,9.854110185271091495e+02,1.000000000000000000e+00,7.015753086824372158e-10
2.421564403780807257e-04,9.886922702895693646e+02,9.886922702895693646e+02,9.886922702895693646e+02,1.000000000000000000e+00,7.112448648804518011e-10
2.429944750026396096e-04,9.919843846836101875e+02,9.919843846836101875e+02,9.919843846836101875e+02,1.000000000000000000e+00,7.210476466340758208e-10
2.438354098268828783e-04,9.952873971907778241e+02,9.952873971907778241e+02,9.952873971907778241e+02,1.000000000000000000e+00,7.309854892826991083e-10
2.446792548875774409e-04,9.986013434859901281e+02,9.986013434859901281e+02,9.986013434859901281e+02,1.000000000000000000e+00,7.410602524189838224e-10
2.455260202562246832e-04,1.001926259358950119e+03,1.001926259358950119e+03,1.001926259358950119e+03,1.000000000000000000e+00,7.512738220510270951e-10
2.463757160391805427e-04,1.005262180714542637e+03,1.005262180714542637e+03,1.005262180714542637e+03,1.000000000000000000e+00,7.616281093671598296e-10
2.472283523777762081e-04,1.008609143573164374e+03,1.008609143573164374e+03,1.008609143573164374e+03,1.000000000000000000e+00,7.721250524581975333e-10
2.480839394484390340e-04,1.011967184071092220e+03,1.011967184071092220e+03,1.011967184071092220e+03,1.000000000000000000e+00,7.827666161160378656e-10
2.489424874628141894e-04,1.015336338460852289e+03,1.015336338460852289e+03,1.015336338460852289e+03,1.000000000000000000e+00,7.935547917546774003e-10
2.498040066678864127e-04,1.018716643111591907e+03,1.018716643111591907e+03,1.018716643111591907e+03,1.000000000000000000e+00,8.044915983745783850e-10
2.506685073461024189e-04,1.022108134509431011e+03,1.022108134509431011e+03,1.022108134509431011e+03,1.000000000000000000e+00,8.155790832789136801e-10
2.515359998154934680e-04,1.025510849257850850e+03,1.025510849257850850e+03,1.025510849257850850e+03,1.000000000000000000e+00,8.268193212155738755e-10
2.524064944297985309e-04,1.028924824078026631e+03,1.028924824078026631e+03,1.028924824078026631e+03,1.000000000000000000e+00,8.382144153519079285e-10
2.532800015785881590e-04,1.032350095809228833e+03,1.032350095809228833e+03,1.032350095809228833e+03,1.000000000000000000e+00,8.497664987962450764e-10
2.541565316873879753e-04,1.035786701409184388e+03,1.035786701409184388e+03,1.035786701409184388e+03,1.000000000000000000e+00,8.614777329451156978e-10
2.550360952178036284e-04,1.039234677938621871e+03,1.039234677938621871e+03,1.039234677938621871e+03,1.000000000000000000e+00,8.733503100605153174e-10
2.559187026676452048e-04,1.042694062337700871e+03,1.042694062337700871e+03,1.042694062337700871e+03,1.000000000000000000e+00,8.853864514215536049e-10
2.568043645710528337e-04,1.046164891476715638e+03,1.046164891476715638e+03,1.046164891476715638e+03,1.000000000000000000e+00,8.975884086243950731e-10
2.576930914986223461e-04,1.049647202335165048e+03,1.049647202335165048e+03,1.049647202335165048e+03,1.000000000000000000e+00,9.099584650165532445e-10
2.585848940575313131e-04,1.053141032006838714e+03,1.053141032006838714e+03,1.053141032006838714e+03,1.000000000000000000e+00,9.224989351110586967e-10
2.594797828916657893e-04,1.056646417700151005e+03,1.056646417700151005e+03,1.056646417700151005e+03,1.000000000000000000e+00,9.352121650680611933e-10
2.603777686817472731e-04,1.060163396738499159e+03,1.060163396738499159e+03,1.060163396738499159e+03,1.000000000000000000e+00,9.481005329081808633e-10
2.612788621454602083e-04,1.063692006560545224e+03,1.063692006560545224e+03,1.063692006560545224e+03,1.000000000000000000e+00,9.611664503682360000e-10
2.621830740375799746e-04,1.067232284720590314e+03,1.067232284720590314e+03,1.067232284720590314e+03,1.000000000000000000e+00,9.744123617665162831e-10
2.630904151501009319e-04,1.070784268888887482e+03,1.070784268888887482e+03,1.070784268888887482e+03,1.000000000000000000e+00,9.878407447698370799e-10
2.640008963123657653e-04,1.074347996851953667e+03,1.074347996851953667e+03,1.074347996851953667e+03,1.000000000000000000e+00,1.001454111723962267e-09
2.649145283911942886e-04,1.077923506512953509e+03,1.077923506512953509e+03,1.077923506512953509e+03,1.000000000000000000e+00,1.015255009062682945e-09
2.658313222910132774e-04,1.081510835891969236e+03,1.081510835891969236e+03,1.081510835891969236e+03,1.000000000000000000e+00,1.029246018927109306e-09
2.667512889539866818e-04,1.085110023126391980e+03,1.085110023126391980e+03,1.085110023126391980e+03,1.000000000000000000e+00,1.043429757738838051e-09
2.676744393601461101e-04,1.088721106471535904e+03,1.088721106471535904e+03,1.088721106471535904e+03,1.000000000000000000e+00,1.057808879504448570e-09
2.686007845275219632e-04,1.092344124398661961e+03,1.092344124398661961e+03,1.092344124398661961e+03,1.000000000000000000e+00,1.072386073370110133e-09
2.695303355122750564e-04,1.095979115734028255e+03,1.095979115734028255e+03,1.095979115734028255e+03,1.000000000000000000e+00,1.087164066527558584e-09
2.704631034088281877e-04,1.099626119461612461e+03,1.099626119461612461e+03,1.099626119461612461e+03,1.000000000000000000e+00,1.102145623443964303e-09
2.713990993499988983e-04,1.103285174689314999e+03,1.103285174689314999e+03,1.103285174689314999e+03,1.000000000000000000e+00,1.117333546932048942e-09
2.723383345071323956e-04,1.106956320649314875e+03,1.106956320649314875e+03,1.106956320649314875e+03,1.000000000000000000e+00,1.132730677844155985e-09
2.732808200902345306e-04,1.110639596698490777e+03,1.110639596698490777e+03,1.110639596698490777e+03,1.000000000000000000e+00,1.148339896183977561e-09
2.742265673481059140e-04,1.114335042318764636e+03,1.114335042318764636e+03,1.114335042318764636e+03,1.000000000000000000e+00,1.164164122521282686e-09
2.751755875684759774e-04,1.118042697117535909e+03,1.118042697117535909e+03,1.118042697117535909e+03,1.000000000000000000e+00,1.180206316550201221e-09
2.761278920781378484e-04,1.121762600827999677e+03,1.121762600827999677e+03,1.121762600827999677e+03,1.000000000000000000e+00,1.196469478789162540e-09
2.770834922430834421e-04,1.125494793309594343e+03,1.125494793309594343e+03,1.125494793309594343e+03,1.000000000000000000e+00,1.212956651729172561e-09
2.780423994686391487e-04,1.129239314548346329e+03,1.129239314548346329e+03,1.129239314548346329e+03,1.000000000000000000e+00,1.229670918672510896e-09
2.790046251996019014e-04,1.132996204657277303e+03,1.132996204657277303e+03,1.132996204657277303e+03,1.000000000000000000e+00,1.246615406625592593e-09
2.799701809203760023e-04,1.136765503876793900e+03,1.136765503876793900e+03,1.136765503876793900e+03,1.000000000000000000e+00,1.263793283974876813e-09
2.809390781551096778e-04,1.140547252575060384e+03,1.140547252575060384e+03,1.140547252575060384e+03,1.000000000000000000e+00,1.281207764569823725e-09
