r_M5,V_r,dV_dr,d2V_dr2
1.1336673346693389,-6.3500021268179525,-0.23391783567134306,-1.75
1.1370741482965934,-6.35080919686988,-0.2398797595190384,-1.75
1.1404809619238478,-6.351636578085216,-0.24584168336673373,-1.75
1.1438877755511023,-6.352484270463962,-0.25180360721442907,-1.75
1.1472945891783568,-6.353352274006117,-0.2577655310621244,-1.75
1.1507014028056113,-6.35424058871168,-0.26372745490981975,-1.75
1.1541082164328658,-6.355149214580653,-0.2696893787575151,-1.75
1.1575150300601202,-6.356078151613033,-0.2756513026052104,-1.75
1.1609218436873747,-6.357027399808824,-0.28161322645290576,-1.75
1.1643286573146292,-6.357996959168023,-0.2875751503006011,-1.75
1.167735470941884,-6.358986829690632,-0.29353707414829683,-1.75
1.1711422845691384,-6.359997011376649,-0.29949899799599217,-1.75
1.1745490981963929,-6.361027504226075,-0.3054609218436875,-1.75
1.1779559118236473,-6.362078308238911,-0.31142284569138284,-1.75
1.181362725450902,-6.363149423415155,-0.31738476953907857,-1.75
1.1847695390781565,-6.364240849754808,-0.3233466933867739,-1.75
1.188176352705411,-6.3653525872578705,-0.32930861723446925,-1.75
1.1915831663326655,-6.366484635924341,-0.3352705410821646,-1.75
1.19498997995992,-6.367636995754222,-0.3412324649298599,-1.75
1.1983967935871744,-6.368809666747511,-0.34719438877755526,-1.75
1.201803607214429,-6.370002648904209,-0.3531563126252506,-1.75
1.2052104208416834,-6.371215942224317,-0.35911823647294594,-1.75
1.2086172344689379,-6.372449546707832,-0.3650801603206413,-1.75
1.2120240480961924,-6.373703462354758,-0.3710420841683366,-1.75
1.2154308617234468,-6.3749776891650916,-0.37700400801603196,-1.75
1.2188376753507015,-6.376272227138835,-0.3829659318637277,-1.75
1.222244488977956,-6.3775870762759865,-0.388927855711423,-1.75
1.2256513026052105,-6.378922236576548,-0.39488977955911836,-1.75
1.2290581162324652,-6.380277708040518,-0.4008517034068141,-1.75
1.2324649298597197,-6.381653490667897,-0.4068136272545094,-1.75
1.2358717434869742,-6.383049584458685,-0.41277555110220476,-1.75
1.2392785571142286,-6.384465989412882,-0.4187374749499001,-1.75
1.242685370741483,-6.385902705530488,-0.42469939879759544,-1.75
1.2460921843687376,-6.387359732811503,-0.4306613226452908,-1.75
1.249498997995992,-6.388837071255927,-0.4366232464929861,-1.75
1.2529058116232465,-6.39033472086376,-0.44258517034068146,-1.75
1.256312625250501,-6.391852681635002,-0.4485470941883768,-1.75
1.2597194388777555,-6.393390953569653,-0.45450901803607213,-1.75
1.26312625250501,-6.3949495366677125,-0.46047094188376747,-1.75
1.2665330661322647,-6.396528430929181,-0.4664328657314632,-1.75
1.2699398797595192,-6.398127636354059,-0.47239478957915854,-1.75
1.2733466933867736,-6.3997471529423455,-0.4783567134268539,-1.75
1.2767535070140281,-6.401386980694041,-0.4843186372745492,-1.75
1.2801603206412828,-6.4030471196091465,-0.49028056112224494,-1.75
1.2835671342685373,-6.40472756968766,-0.4962424849699403,-1.75
1.2869739478957918,-6.406428330929582,-0.5022044088176356,-1.75
1.2903807615230463,-6.408149403334915,-0.508166332665331,-1.75
